distributor_id,geo_level2_id,product_type_id,target_sellout_units,target_sellout_value
DIST0,LVL2_Tongres,physical_recharge,96,163200
DIST0,LVL2_Gand,physical_recharge,8007,54143334
DIST0,LVL2_Marche-en-Famenne,physical_recharge,636,4857132
DIST0,LVL2_Termonde,physical_recharge,2042,12088640
DIST0,LVL2_Bruges,physical_recharge,3714,8969310
DIST0,LVL2_Charleroi,physical_recharge,3365,656175
DIST0,LVL2_Mons,physical_recharge,8087,76664760
DIST0,LVL2_Turnhout,physical_recharge,5810,45405150
DIST0,LVL2_Virton,physical_recharge,7684,40778988
DIST0,LVL2_Arlon,physical_recharge,6457,57099251
DIST0,LVL2_Alost,physical_recharge,2774,18305626
DIST0,LVL2_Namur,physical_recharge,5517,43650504
DIST0,LVL2_Maaseik,physical_recharge,2336,7356064
DIST0,LVL2_Neufchteau,physical_recharge,7509,27730737
DIST0,LVL2_Eeklo,physical_recharge,4966,15027116
DIST0,LVL2_Nivelles,physical_recharge,4858,22677144
DIST0,LVL2_Soignies,physical_recharge,3377,24138796
DIST0,LVL2_Ypres,physical_recharge,5745,52515045
DIST0,LVL2_Anvers,physical_recharge,3670,26559790
DIST0,LVL2_Philippeville,physical_recharge,5701,42272915
DIST0,LVL2_Courtrai,physical_recharge,5631,39163605
DIST0,LVL2_Furnes,physical_recharge,3061,5390421
DIST0,LVL2_Verviers,physical_recharge,1520,2243520
DIST0,LVL2_Dixmude,physical_recharge,7074,48662046
DIST0,LVL2_Hal-Vilvorde,physical_recharge,9005,89743830
DIST0,LVL2_Thuin,physical_recharge,3644,28386760
DIST0,LVL2_Waremme,physical_recharge,6507,59708232
DIST0,LVL2_Mouscron,physical_recharge,675,3012525
DIST0,LVL2_Tournai,physical_recharge,6628,17358732
DIST0,LVL2_Hasselt,physical_recharge,3459,25880238
DIST0,LVL2_Louvain,physical_recharge,9174,68309604
DIST0,LVL2_Bruxelles-Capitale,physical_recharge,1618,9114194
DIST0,LVL2_Huy,physical_recharge,9954,92890728
DIST0,LVL2_Roulers,physical_recharge,5491,28723421
DIST0,LVL2_Audenarde,physical_recharge,4718,14408772
DIST0,LVL2_Bastogne,physical_recharge,7860,77287380
DIST0,LVL2_Ostende,physical_recharge,2479,17238966
DIST0,LVL2_Dinant,physical_recharge,8732,28413928
DIST0,LVL2_Lige,physical_recharge,7685,22724545
DIST0,LVL2_Malines,physical_recharge,8509,41762172
DIST0,LVL2_Saint-Nicolas,physical_recharge,7892,57319596
DIST0,LVL2_Tielt,physical_recharge,1065,9930060
DIST0,LVL2_Ath,physical_recharge,3674,841346
DIST0,LVL2_Tongres,electronic_recharge,3548,31357224
DIST0,LVL2_Gand,electronic_recharge,9601,80494784
DIST0,LVL2_Marche-en-Famenne,electronic_recharge,2622,21571194
DIST0,LVL2_Termonde,electronic_recharge,5611,36089952
DIST0,LVL2_Bruges,electronic_recharge,9127,2464290
DIST0,LVL2_Charleroi,electronic_recharge,8807,32198392
DIST0,LVL2_Mons,electronic_recharge,6878,56186382
DIST0,LVL2_Turnhout,electronic_recharge,8613,42410412
DIST0,LVL2_Virton,electronic_recharge,3453,1336311
DIST0,LVL2_Arlon,electronic_recharge,377,693303
DIST0,LVL2_Alost,electronic_recharge,6444,62023500
DIST0,LVL2_Namur,electronic_recharge,2682,14694678
DIST0,LVL2_Maaseik,electronic_recharge,997,5888282
DIST0,LVL2_Neufchteau,electronic_recharge,6301,3018179
DIST0,LVL2_Eeklo,electronic_recharge,3187,21575990
DIST0,LVL2_Nivelles,electronic_recharge,3389,7886203
DIST0,LVL2_Soignies,electronic_recharge,1328,12807232
DIST0,LVL2_Ypres,electronic_recharge,5968,54416224
DIST0,LVL2_Anvers,electronic_recharge,8911,115843
DIST0,LVL2_Philippeville,electronic_recharge,6521,50942052
DIST0,LVL2_Courtrai,electronic_recharge,9471,40346460
DIST0,LVL2_Furnes,electronic_recharge,1477,5754392
DIST0,LVL2_Verviers,electronic_recharge,7257,11923251
DIST0,LVL2_Dixmude,electronic_recharge,5226,38792598
DIST0,LVL2_Hal-Vilvorde,electronic_recharge,7000,65716000
DIST0,LVL2_Thuin,electronic_recharge,1625,13965250
DIST0,LVL2_Waremme,electronic_recharge,9542,14503840
DIST0,LVL2_Mouscron,electronic_recharge,9741,29826942
DIST0,LVL2_Tournai,electronic_recharge,8095,22852185
DIST0,LVL2_Hasselt,electronic_recharge,4870,7353700
DIST0,LVL2_Louvain,electronic_recharge,9179,71495231
DIST0,LVL2_Bruxelles-Capitale,electronic_recharge,2419,5769315
DIST0,LVL2_Huy,electronic_recharge,9812,97766768
DIST0,LVL2_Roulers,electronic_recharge,9000,39582000
DIST0,LVL2_Audenarde,electronic_recharge,3490,6432070
DIST0,LVL2_Bastogne,electronic_recharge,7757,29344731
DIST0,LVL2_Ostende,electronic_recharge,3327,5436318
DIST0,LVL2_Dinant,electronic_recharge,8299,76350800
DIST0,LVL2_Lige,electronic_recharge,1225,5067825
DIST0,LVL2_Malines,electronic_recharge,3245,684695
DIST0,LVL2_Saint-Nicolas,electronic_recharge,6384,6805344
DIST0,LVL2_Tielt,electronic_recharge,6613,39135734
DIST0,LVL2_Ath,electronic_recharge,3133,12168572
DIST0,LVL2_Tongres,handset,8975,73666800
DIST0,LVL2_Gand,handset,1553,9934541
DIST0,LVL2_Marche-en-Famenne,handset,8623,14503886
DIST0,LVL2_Termonde,handset,6346,59379522
DIST0,LVL2_Bruges,handset,4564,30984996
DIST0,LVL2_Charleroi,handset,6241,13836297
DIST0,LVL2_Mons,handset,6012,56182140
DIST0,LVL2_Turnhout,handset,7766,22855338
DIST0,LVL2_Virton,handset,2880,23886720
DIST0,LVL2_Arlon,handset,3082,10842476
DIST0,LVL2_Alost,handset,521,1527572
