distributor_id,geo_level2_id,product_type_id,target_sellout_units,target_sellout_value
DIST0,LVL2_Tongres,physical_recharge,12,42204
DIST0,LVL2_Gand,physical_recharge,8764,61041260
DIST0,LVL2_Marche-en-Famenne,physical_recharge,5109,3903276
DIST0,LVL2_Termonde,physical_recharge,8551,66552433
DIST0,LVL2_Bruges,physical_recharge,6151,20722719
DIST0,LVL2_Charleroi,physical_recharge,4258,10461906
DIST0,LVL2_Mons,physical_recharge,1719,14424129
DIST0,LVL2_Turnhout,physical_recharge,7734,61732788
DIST0,LVL2_Virton,physical_recharge,4126,29731956
DIST0,LVL2_Arlon,physical_recharge,4888,35442888
DIST0,LVL2_Alost,physical_recharge,2194,9853254
DIST0,LVL2_Namur,physical_recharge,9022,15156960
DIST0,LVL2_Maaseik,physical_recharge,376,2319920
DIST0,LVL2_Neufchteau,physical_recharge,7356,65446332
DIST0,LVL2_Eeklo,physical_recharge,7514,63598496
DIST0,LVL2_Nivelles,physical_recharge,1097,8275768
DIST0,LVL2_Soignies,physical_recharge,9075,75549375
DIST0,LVL2_Ypres,physical_recharge,1227,2773020
DIST0,LVL2_Anvers,physical_recharge,8945,14625075
DIST0,LVL2_Philippeville,physical_recharge,6464,25675008
DIST0,LVL2_Courtrai,physical_recharge,8169,10913784
DIST0,LVL2_Furnes,physical_recharge,3345,17333790
DIST0,LVL2_Verviers,physical_recharge,9589,30493020
DIST0,LVL2_Dixmude,physical_recharge,9384,64186560
DIST0,LVL2_Hal-Vilvorde,physical_recharge,5927,28319206
DIST0,LVL2_Thuin,physical_recharge,2478,13512534
DIST0,LVL2_Waremme,physical_recharge,2698,20531780
DIST0,LVL2_Mouscron,physical_recharge,3470,23249000
DIST0,LVL2_Tournai,physical_recharge,6426,30086532
DIST0,LVL2_Hasselt,physical_recharge,5979,31258212
DIST0,LVL2_Louvain,physical_recharge,1938,8139600
DIST0,LVL2_Bruxelles-Capitale,physical_recharge,190,239400
DIST0,LVL2_Huy,physical_recharge,3786,7943028
DIST0,LVL2_Roulers,physical_recharge,2827,23879669
DIST0,LVL2_Audenarde,physical_recharge,8025,69303900
DIST0,LVL2_Bastogne,physical_recharge,5339,46342520
DIST0,LVL2_Ostende,physical_recharge,7336,34963376
DIST0,LVL2_Dinant,physical_recharge,1979,10352149
DIST0,LVL2_Lige,physical_recharge,7760,4950880
DIST0,LVL2_Malines,physical_recharge,8469,45825759
DIST0,LVL2_Saint-Nicolas,physical_recharge,8671,67226263
DIST0,LVL2_Tielt,physical_recharge,7274,13995176
DIST0,LVL2_Ath,physical_recharge,1918,18807908
DIST0,LVL2_Tongres,electronic_recharge,7015,12171025
DIST0,LVL2_Gand,electronic_recharge,6054,54316488
DIST0,LVL2_Marche-en-Famenne,electronic_recharge,8037,52803090
DIST0,LVL2_Termonde,electronic_recharge,813,6002379
DIST0,LVL2_Bruges,electronic_recharge,4812,21288288
DIST0,LVL2_Charleroi,electronic_recharge,5373,20277702
DIST0,LVL2_Mons,electronic_recharge,3506,12327096
DIST0,LVL2_Turnhout,electronic_recharge,7155,51279885
DIST0,LVL2_Virton,electronic_recharge,4177,2760997
DIST0,LVL2_Arlon,electronic_recharge,9321,47360001
DIST0,LVL2_Alost,electronic_recharge,7997,3886542
DIST0,LVL2_Namur,electronic_recharge,8854,150518
DIST0,LVL2_Maaseik,electronic_recharge,5850,57277350
DIST0,LVL2_Neufchteau,electronic_recharge,1912,4632776
DIST0,LVL2_Eeklo,electronic_recharge,6941,30949919
DIST0,LVL2_Nivelles,electronic_recharge,6984,49174344
DIST0,LVL2_Soignies,electronic_recharge,6478,17762676
DIST0,LVL2_Ypres,electronic_recharge,8758,23804244
DIST0,LVL2_Anvers,electronic_recharge,4766,7549344
DIST0,LVL2_Philippeville,electronic_recharge,3705,34915920
DIST0,LVL2_Courtrai,electronic_recharge,7957,2944090
DIST0,LVL2_Furnes,electronic_recharge,4820,15554140
DIST0,LVL2_Verviers,electronic_recharge,8770,18224060
DIST0,LVL2_Dixmude,electronic_recharge,6196,35286220
DIST0,LVL2_Hal-Vilvorde,electronic_recharge,5137,7417828
DIST0,LVL2_Thuin,electronic_recharge,6576,2341056
DIST0,LVL2_Waremme,electronic_recharge,6397,13823917
DIST0,LVL2_Mouscron,electronic_recharge,9112,22971352
DIST0,LVL2_Tournai,electronic_recharge,9136,43322912
DIST0,LVL2_Hasselt,electronic_recharge,5736,11563776
DIST0,LVL2_Louvain,electronic_recharge,462,3128202
DIST0,LVL2_Bruxelles-Capitale,electronic_recharge,2642,16052792
DIST0,LVL2_Huy,electronic_recharge,237,2230644
DIST0,LVL2_Roulers,electronic_recharge,9593,86576825
DIST0,LVL2_Audenarde,electronic_recharge,1098,9375822
DIST0,LVL2_Bastogne,electronic_recharge,207,1876248
DIST0,LVL2_Ostende,electronic_recharge,8605,4388550
DIST0,LVL2_Dinant,electronic_recharge,2202,10369218
DIST0,LVL2_Lige,electronic_recharge,4979,29211793
DIST0,LVL2_Malines,electronic_recharge,784,7391552
DIST0,LVL2_Saint-Nicolas,electronic_recharge,3717,33036696
DIST0,LVL2_Tielt,electronic_recharge,8964,55316844
DIST0,LVL2_Ath,electronic_recharge,8758,53038448
DIST0,LVL2_Tongres,handset,1098,10213596
DIST0,LVL2_Gand,handset,2507,4575275
DIST0,LVL2_Marche-en-Famenne,handset,9391,32521033
DIST0,LVL2_Termonde,handset,9442,60532662
DIST0,LVL2_Bruges,handset,4420,22820460
DIST0,LVL2_Charleroi,handset,7640,75399160
DIST0,LVL2_Mons,handset,5491,13672590
DIST0,LVL2_Turnhout,handset,3419,32511271
DIST0,LVL2_Virton,handset,8186,51498126
DIST0,LVL2_Arlon,handset,207,551034
DIST0,LVL2_Alost,handset,1704,12413640
DIST0,LVL2_Namur,handset,8915,16367940
DIST0,LVL2_Maaseik,handset,7784,54760440
DIST0,LVL2_Neufchteau,handset,3796,11133668
DIST0,LVL2_Eeklo,handset,9960,52399560
DIST0,LVL2_Nivelles,handset,4648,43482040
DIST0,LVL2_Soignies,handset,2857,4519774
DIST0,LVL2_Ypres,handset,1713,6146244
DIST0,LVL2_Anvers,handset,6554,53080846
DIST0,LVL2_Philippeville,handset,3985,5144635
DIST0,LVL2_Courtrai,handset,6734,34632962
DIST0,LVL2_Furnes,handset,851,3112958
DIST0,LVL2_Verviers,handset,4271,39673319
DIST0,LVL2_Dixmude,handset,316,1683332
DIST0,LVL2_Hal-Vilvorde,handset,8596,2570204
DIST0,LVL2_Thuin,handset,1289,6633194
DIST0,LVL2_Waremme,handset,6351,3880461
DIST0,LVL2_Mouscron,handset,9139,59028801
DIST0,LVL2_Tournai,handset,3189,31660392
DIST0,LVL2_Hasselt,handset,612,3574080
DIST0,LVL2_Louvain,handset,2779,18469234
DIST0,LVL2_Bruxelles-Capitale,handset,8741,55942400
DIST0,LVL2_Huy,handset,1692,10534392
DIST0,LVL2_Roulers,handset,7320,60302160
DIST0,LVL2_Audenarde,handset,9196,66100848
DIST0,LVL2_Bastogne,handset,9343,84638237
DIST0,LVL2_Ostende,handset,4489,37424793
DIST0,LVL2_Dinant,handset,346,1240756
DIST0,LVL2_Lige,handset,7691,24288178
DIST0,LVL2_Malines,handset,5108,39535920
DIST0,LVL2_Saint-Nicolas,handset,6776,56776104
DIST0,LVL2_Tielt,handset,9354,8820822
DIST0,LVL2_Ath,handset,6643,30976309
DIST0,LVL2_Tongres,mfs,2946,3679554
DIST0,LVL2_Gand,mfs,1847,7940253
DIST0,LVL2_Marche-en-Famenne,mfs,6398,27300266
DIST0,LVL2_Termonde,mfs,8580,11428560
DIST0,LVL2_Bruges,mfs,7549,50510359
DIST0,LVL2_Charleroi,mfs,7496,29616696
DIST0,LVL2_Mons,mfs,1474,14182828
DIST0,LVL2_Turnhout,mfs,9802,64193298
DIST0,LVL2_Virton,mfs,9534,23091348
DIST0,LVL2_Arlon,mfs,5889,50810292
DIST0,LVL2_Alost,mfs,5763,47538987
DIST0,LVL2_Namur,mfs,9720,83475360
DIST0,LVL2_Maaseik,mfs,9786,92233050
DIST0,LVL2_Neufchteau,mfs,9452,15491828
DIST0,LVL2_Eeklo,mfs,3715,6634990
DIST0,LVL2_Nivelles,mfs,548,2949884
DIST0,LVL2_Soignies,mfs,4696,32294392
DIST0,LVL2_Ypres,mfs,6482,57229578
DIST0,LVL2_Anvers,mfs,659,2666314
DIST0,LVL2_Philippeville,mfs,957,6077907
DIST0,LVL2_Courtrai,mfs,9721,10187608
DIST0,LVL2_Furnes,mfs,2139,17732310
DIST0,LVL2_Verviers,mfs,6300,46708200
DIST0,LVL2_Dixmude,mfs,3546,25676586
DIST0,LVL2_Hal-Vilvorde,mfs,4307,16758537
DIST0,LVL2_Thuin,mfs,5020,33377980
DIST0,LVL2_Waremme,mfs,8925,19063800
DIST0,LVL2_Mouscron,mfs,775,1849150
DIST0,LVL2_Tournai,mfs,9173,47662908
DIST0,LVL2_Hasselt,mfs,4727,9846341
DIST0,LVL2_Louvain,mfs,4286,5888964
DIST0,LVL2_Bruxelles-Capitale,mfs,403,1980342
DIST0,LVL2_Huy,mfs,5777,9156545
DIST0,LVL2_Roulers,mfs,4352,24131840
DIST0,LVL2_Audenarde,mfs,2235,13365300
DIST0,LVL2_Bastogne,mfs,3651,17386062
DIST0,LVL2_Ostende,mfs,4584,32931456
DIST0,LVL2_Dinant,mfs,1994,19068622
DIST0,LVL2_Lige,mfs,9828,8599500
DIST0,LVL2_Malines,mfs,8228,11609708
DIST0,LVL2_Saint-Nicolas,mfs,9704,1610864
DIST0,LVL2_Tielt,mfs,9037,21291172
DIST0,LVL2_Ath,mfs,742,4759188
DIST0,LVL2_Tongres,sim,624,1226160
DIST0,LVL2_Gand,sim,1812,10763280
DIST0,LVL2_Marche-en-Famenne,sim,2341,19973412
DIST0,LVL2_Termonde,sim,1697,13351996
DIST0,LVL2_Bruges,sim,2557,18320905
DIST0,LVL2_Charleroi,sim,8487,71231391
DIST0,LVL2_Mons,sim,261,198621
DIST0,LVL2_Turnhout,sim,8207,21510547
DIST0,LVL2_Virton,sim,3988,14065676
DIST0,LVL2_Arlon,sim,4228,1188068
DIST0,LVL2_Alost,sim,2294,22226566
DIST0,LVL2_Namur,sim,4303,843388
DIST0,LVL2_Maaseik,sim,8778,11718630
DIST0,LVL2_Neufchteau,sim,3989,39846121
DIST0,LVL2_Eeklo,sim,9554,25786246
DIST0,LVL2_Nivelles,sim,5893,49353875
DIST0,LVL2_Soignies,sim,8903,88006155
DIST0,LVL2_Ypres,sim,1168,7392272
DIST0,LVL2_Anvers,sim,7059,17435730
DIST0,LVL2_Philippeville,sim,4905,33839595
DIST0,LVL2_Courtrai,sim,4965,23931300
DIST0,LVL2_Furnes,sim,1903,14624555
DIST0,LVL2_Verviers,sim,3791,19250698
DIST0,LVL2_Dixmude,sim,9666,10835586
DIST0,LVL2_Hal-Vilvorde,sim,2191,20707141
DIST0,LVL2_Thuin,sim,9604,68015528
DIST0,LVL2_Waremme,sim,6726,38674500
DIST0,LVL2_Mouscron,sim,4750,44260500
DIST0,LVL2_Tournai,sim,3501,25924905
DIST0,LVL2_Hasselt,sim,7293,71857929
DIST0,LVL2_Louvain,sim,5816,15057624
DIST0,LVL2_Bruxelles-Capitale,sim,8115,35925105
DIST0,LVL2_Huy,sim,1352,12080120
DIST0,LVL2_Roulers,sim,2706,18933882
DIST0,LVL2_Audenarde,sim,230,1885080
DIST0,LVL2_Bastogne,sim,8434,28161126
DIST0,LVL2_Ostende,sim,7931,36768116
DIST0,LVL2_Dinant,sim,5145,3915345
DIST0,LVL2_Lige,sim,1850,6439850
DIST0,LVL2_Malines,sim,4404,35007396
DIST0,LVL2_Saint-Nicolas,sim,5553,36294408
DIST0,LVL2_Tielt,sim,1543,9723986
DIST0,LVL2_Ath,sim,1796,6086644
DIST1,LVL2_Hal-Vilvorde,mfs,8539,74955342
DIST1,LVL2_Louvain,mfs,5838,44602320
DIST1,LVL2_Roulers,mfs,710,1177180
DIST1,LVL2_Dixmude,mfs,6209,50075585
DIST1,LVL2_Ostende,mfs,8215,16232840
DIST1,LVL2_Bruges,mfs,1753,13725990
DIST1,LVL2_Tielt,mfs,6708,64564500
DIST1,LVL2_Ypres,mfs,7542,6863220
DIST1,LVL2_Courtrai,mfs,4717,16783086
DIST1,LVL2_Furnes,mfs,8020,23602860
DIST1,LVL2_Tongres,mfs,7838,44425784
DIST1,LVL2_Hasselt,mfs,8509,37677852
DIST1,LVL2_Maaseik,mfs,5955,23081580
DIST1,LVL2_Nivelles,mfs,2208,8412480
DIST1,LVL2_Bastogne,mfs,2418,11267880
DIST1,LVL2_Virton,mfs,7678,73409358
DIST1,LVL2_Marche-en-Famenne,mfs,4650,30792300
DIST1,LVL2_Neufchteau,mfs,5918,39023292
DIST1,LVL2_Arlon,mfs,6609,892215
DIST1,LVL2_Charleroi,mfs,3243,23563638
DIST1,LVL2_Thuin,mfs,5058,4739346
DIST1,LVL2_Soignies,mfs,1478,2301246
DIST1,LVL2_Mouscron,mfs,4808,25847808
DIST1,LVL2_Mons,mfs,1039,468589
DIST1,LVL2_Tournai,mfs,7552,12007680
DIST1,LVL2_Ath,mfs,2778,21093354
DIST1,LVL2_Hal-Vilvorde,sim,1064,3695272
DIST1,LVL2_Louvain,sim,1327,7169781
DIST1,LVL2_Roulers,sim,4027,10111797
DIST1,LVL2_Dixmude,sim,6911,18203574
DIST1,LVL2_Ostende,sim,3787,2044980
DIST1,LVL2_Bruges,sim,4088,33517512
DIST1,LVL2_Tielt,sim,9301,26070703
DIST1,LVL2_Ypres,sim,4767,46249434
DIST1,LVL2_Courtrai,sim,496,3101488
DIST1,LVL2_Furnes,sim,7098,53958996
DIST1,LVL2_Tongres,sim,3643,9471800
DIST1,LVL2_Hasselt,sim,1713,10298556
DIST1,LVL2_Maaseik,sim,1686,11520438
DIST1,LVL2_Nivelles,sim,8254,50786862
DIST1,LVL2_Bastogne,sim,5341,23847565
DIST1,LVL2_Virton,sim,7584,14060736
DIST1,LVL2_Marche-en-Famenne,sim,4552,18003160
DIST1,LVL2_Neufchteau,sim,3286,11405706
DIST1,LVL2_Arlon,sim,4347,4816476
DIST1,LVL2_Charleroi,sim,2058,15091314
DIST1,LVL2_Thuin,sim,5063,5002244
DIST1,LVL2_Soignies,sim,7294,40386878
DIST1,LVL2_Mouscron,sim,2046,564696
DIST1,LVL2_Mons,sim,4477,32529882
DIST1,LVL2_Tournai,sim,8370,16229430
DIST1,LVL2_Ath,sim,3039,22704369
DIST2,LVL2_Hal-Vilvorde,physical_recharge,5653,35856979
DIST2,LVL2_Louvain,physical_recharge,2592,21290688
DIST2,LVL2_Roulers,physical_recharge,5889,55980834
DIST2,LVL2_Dixmude,physical_recharge,7953,9312963
DIST2,LVL2_Ostende,physical_recharge,1798,13564112
DIST2,LVL2_Bruges,physical_recharge,5593,50264291
DIST2,LVL2_Tielt,physical_recharge,340,168980
DIST2,LVL2_Ypres,physical_recharge,8296,62958344
DIST2,LVL2_Courtrai,physical_recharge,8755,8571145
DIST2,LVL2_Furnes,physical_recharge,8437,4986267
DIST2,LVL2_Tongres,physical_recharge,1395,10073295
DIST2,LVL2_Hasselt,physical_recharge,161,1548176
DIST2,LVL2_Maaseik,physical_recharge,9419,68033437
DIST2,LVL2_Nivelles,physical_recharge,2667,14273784
DIST2,LVL2_Bastogne,physical_recharge,1648,8876128
DIST2,LVL2_Virton,physical_recharge,6399,35591238
DIST2,LVL2_Marche-en-Famenne,physical_recharge,6040,8975440
DIST2,LVL2_Neufchteau,physical_recharge,602,1379784
DIST2,LVL2_Arlon,physical_recharge,9402,16744962
DIST2,LVL2_Charleroi,physical_recharge,4389,2089164
DIST2,LVL2_Thuin,physical_recharge,1628,12796080
DIST2,LVL2_Soignies,physical_recharge,8797,8884970
DIST2,LVL2_Mouscron,physical_recharge,1077,5795337
DIST2,LVL2_Mons,physical_recharge,8490,35683470
DIST2,LVL2_Tournai,physical_recharge,7939,74848892
DIST2,LVL2_Ath,physical_recharge,3448,27873632
DIST2,LVL2_Hal-Vilvorde,electronic_recharge,5150,30745500
DIST2,LVL2_Louvain,electronic_recharge,9016,57134392
DIST2,LVL2_Roulers,electronic_recharge,5125,23841500
DIST2,LVL2_Dixmude,electronic_recharge,600,584400
DIST2,LVL2_Ostende,electronic_recharge,7002,37600740
DIST2,LVL2_Bruges,electronic_recharge,6442,51716376
DIST2,LVL2_Tielt,electronic_recharge,8606,72755124
DIST2,LVL2_Ypres,electronic_recharge,4125,24935625
DIST2,LVL2_Courtrai,electronic_recharge,3490,12668700
DIST2,LVL2_Furnes,electronic_recharge,8459,48596955
DIST2,LVL2_Tongres,electronic_recharge,6560,54185600
DIST2,LVL2_Hasselt,electronic_recharge,2388,21243648
DIST2,LVL2_Maaseik,electronic_recharge,8042,79133280
DIST2,LVL2_Nivelles,electronic_recharge,996,7431156
DIST2,LVL2_Bastogne,electronic_recharge,4233,33423768
DIST2,LVL2_Virton,electronic_recharge,1563,8255766
DIST2,LVL2_Marche-en-Famenne,electronic_recharge,3480,6003000
DIST2,LVL2_Neufchteau,electronic_recharge,5655,21036600
DIST2,LVL2_Arlon,electronic_recharge,1696,1753664
DIST2,LVL2_Charleroi,electronic_recharge,2025,19496700
DIST2,LVL2_Thuin,electronic_recharge,1954,3489844
DIST2,LVL2_Soignies,electronic_recharge,8917,6776920
DIST2,LVL2_Mouscron,electronic_recharge,5793,17071971
DIST2,LVL2_Mons,electronic_recharge,8630,77091790
DIST2,LVL2_Tournai,electronic_recharge,619,6070533
DIST2,LVL2_Ath,electronic_recharge,8904,6312936
DIST2,LVL2_Hal-Vilvorde,handset,3775,32582025
DIST2,LVL2_Louvain,handset,4419,10322784
DIST2,LVL2_Roulers,handset,7420,57645980
DIST2,LVL2_Dixmude,handset,4181,18400581
DIST2,LVL2_Ostende,handset,8098,39615416
DIST2,LVL2_Bruges,handset,4711,42252959
DIST2,LVL2_Tielt,handset,6112,51475264
DIST2,LVL2_Ypres,handset,2518,20211986
DIST2,LVL2_Courtrai,handset,8391,37885365
DIST2,LVL2_Furnes,handset,5380,20148100
DIST2,LVL2_Tongres,handset,3161,24873909
DIST2,LVL2_Hasselt,handset,3076,2503864
DIST2,LVL2_Maaseik,handset,4520,25741400
DIST2,LVL2_Nivelles,handset,5993,38103494
DIST2,LVL2_Bastogne,handset,9165,19833060
DIST2,LVL2_Virton,handset,3199,29245258
DIST2,LVL2_Marche-en-Famenne,handset,3082,23333822
DIST2,LVL2_Neufchteau,handset,5293,43905435
DIST2,LVL2_Arlon,handset,3926,6729164
DIST2,LVL2_Charleroi,handset,2484,17440164
DIST2,LVL2_Thuin,handset,4281,32604096
DIST2,LVL2_Soignies,handset,5773,11621049
DIST2,LVL2_Mouscron,handset,2882,26551866
DIST2,LVL2_Mons,handset,3531,10455291
DIST2,LVL2_Tournai,handset,2896,1479856
DIST2,LVL2_Ath,handset,5372,2224008
DIST3,LVL2_Eeklo,sim,8308,73201788
DIST3,LVL2_Alost,sim,7236,17699256
DIST3,LVL2_Termonde,sim,2723,8969562
DIST3,LVL2_Audenarde,sim,8039,28803737
DIST3,LVL2_Saint-Nicolas,sim,1531,12639936
DIST3,LVL2_Gand,sim,950,2651450
DIST3,LVL2_Malines,sim,1418,7437410
DIST3,LVL2_Anvers,sim,8639,81958193
DIST3,LVL2_Turnhout,sim,8354,1720924
DIST3,LVL2_Bruxelles-Capitale,sim,5542,24866954
DIST3,LVL2_Philippeville,sim,1102,4961204
DIST3,LVL2_Namur,sim,9867,24716835
DIST3,LVL2_Dinant,sim,9693,36746163
DIST3,LVL2_Lige,sim,8280,30470400
DIST3,LVL2_Waremme,sim,22,96426
DIST3,LVL2_Huy,sim,3890,4457940
DIST3,LVL2_Verviers,sim,6335,58636760
DIST3,LVL2_Eeklo,electronic_recharge,8345,550770
DIST3,LVL2_Alost,electronic_recharge,559,3441204
DIST3,LVL2_Termonde,electronic_recharge,9917,42534013
DIST3,LVL2_Audenarde,electronic_recharge,9000,84078000
DIST3,LVL2_Saint-Nicolas,electronic_recharge,568,1720472
DIST3,LVL2_Gand,electronic_recharge,7169,49301213
DIST3,LVL2_Malines,electronic_recharge,3433,31332991
DIST3,LVL2_Anvers,electronic_recharge,6734,19925906
DIST3,LVL2_Turnhout,electronic_recharge,9348,45515412
DIST3,LVL2_Bruxelles-Capitale,electronic_recharge,1459,10234885
DIST3,LVL2_Philippeville,electronic_recharge,9280,6393920
DIST3,LVL2_Namur,electronic_recharge,354,2925102
DIST3,LVL2_Dinant,electronic_recharge,8644,76136352
DIST3,LVL2_Lige,electronic_recharge,1879,14690022
DIST3,LVL2_Waremme,electronic_recharge,769,5933604
DIST3,LVL2_Huy,electronic_recharge,4078,9876916
DIST3,LVL2_Verviers,electronic_recharge,4084,26872720
DIST3,LVL2_Eeklo,physical_recharge,4748,10203452
DIST3,LVL2_Alost,physical_recharge,9589,95496851
DIST3,LVL2_Termonde,physical_recharge,7037,27873557
DIST3,LVL2_Audenarde,physical_recharge,4901,25171536
DIST3,LVL2_Saint-Nicolas,physical_recharge,8142,36980964
DIST3,LVL2_Gand,physical_recharge,2144,18920800
DIST3,LVL2_Malines,physical_recharge,1206,8657874
DIST3,LVL2_Anvers,physical_recharge,9103,24277701
DIST3,LVL2_Turnhout,physical_recharge,2753,4685606
DIST3,LVL2_Bruxelles-Capitale,physical_recharge,2390,9789440
DIST3,LVL2_Philippeville,physical_recharge,6932,30992972
DIST3,LVL2_Namur,physical_recharge,68,33592
DIST3,LVL2_Dinant,physical_recharge,725,5372975
DIST3,LVL2_Lige,physical_recharge,4479,41730843
DIST3,LVL2_Waremme,physical_recharge,4767,20007099
DIST3,LVL2_Huy,physical_recharge,6650,62017900
DIST3,LVL2_Verviers,physical_recharge,3019,6110456
DIST4,LVL2_Eeklo,handset,6444,13622616
DIST4,LVL2_Alost,handset,3210,7639800
DIST4,LVL2_Termonde,handset,3166,2238362
DIST4,LVL2_Audenarde,handset,5092,48511484
DIST4,LVL2_Saint-Nicolas,handset,3727,9220598
DIST4,LVL2_Gand,handset,1468,5180572
DIST4,LVL2_Malines,handset,3731,31109078
DIST4,LVL2_Anvers,handset,2783,16416917
DIST4,LVL2_Turnhout,handset,1573,841555
DIST4,LVL2_Bruxelles-Capitale,handset,1466,13428560
DIST4,LVL2_Philippeville,handset,9559,39134546
DIST4,LVL2_Namur,handset,8080,43349200
DIST4,LVL2_Dinant,handset,4866,4749216
DIST4,LVL2_Lige,handset,6751,12860655
DIST4,LVL2_Waremme,handset,9745,4989440
DIST4,LVL2_Huy,handset,4829,4123966
DIST4,LVL2_Verviers,handset,4303,25052066
DIST4,LVL2_Eeklo,mfs,1970,7531310
DIST4,LVL2_Alost,mfs,8433,6544008
DIST4,LVL2_Termonde,mfs,6138,46028862
DIST4,LVL2_Audenarde,mfs,716,1225792
DIST4,LVL2_Saint-Nicolas,mfs,857,2079939
DIST4,LVL2_Gand,mfs,3479,21246253
DIST4,LVL2_Malines,mfs,7509,44813712
DIST4,LVL2_Anvers,mfs,5492,6804588
DIST4,LVL2_Turnhout,mfs,3310,25367840
DIST4,LVL2_Bruxelles-Capitale,mfs,7901,59368114
DIST4,LVL2_Philippeville,mfs,6851,25540528
DIST4,LVL2_Namur,mfs,1295,10157980
DIST4,LVL2_Dinant,mfs,5577,864435
DIST4,LVL2_Lige,mfs,6692,37575580
DIST4,LVL2_Waremme,mfs,3894,7312932
DIST4,LVL2_Huy,mfs,2583,15206121
DIST4,LVL2_Verviers,mfs,6760,63145160
DIST5,LVL2_Hal-Vilvorde,mfs,2021,10919463
DIST5,LVL2_Louvain,mfs,2333,12803504
DIST5,LVL2_Hal-Vilvorde,sim,4697,34771891
DIST5,LVL2_Louvain,sim,984,3584712
DIST6,LVL2_Hal-Vilvorde,physical_recharge,213,1139550
DIST6,LVL2_Louvain,physical_recharge,1525,9451950
DIST6,LVL2_Hal-Vilvorde,electronic_recharge,2590,673400
DIST6,LVL2_Louvain,electronic_recharge,9149,11637528
DIST6,LVL2_Hal-Vilvorde,handset,8137,20456418
DIST6,LVL2_Louvain,handset,6628,19055500
DIST7,LVL2_Eeklo,physical_recharge,7800,31137600
DIST7,LVL2_Alost,physical_recharge,6897,6462489
DIST7,LVL2_Termonde,physical_recharge,7980,46315920
DIST7,LVL2_Audenarde,physical_recharge,824,1229408
DIST7,LVL2_Saint-Nicolas,physical_recharge,945,5463045
DIST7,LVL2_Gand,physical_recharge,8793,65244060
DIST7,LVL2_Eeklo,electronic_recharge,6277,6364878
DIST7,LVL2_Alost,electronic_recharge,3411,27032175
DIST7,LVL2_Termonde,electronic_recharge,502,1616440
DIST7,LVL2_Audenarde,electronic_recharge,4756,36312060
DIST7,LVL2_Saint-Nicolas,electronic_recharge,8216,40192672
DIST7,LVL2_Gand,electronic_recharge,547,757595
DIST7,LVL2_Eeklo,sim,9161,19622862
DIST7,LVL2_Alost,sim,458,203810
DIST7,LVL2_Termonde,sim,6690,44829690
DIST7,LVL2_Audenarde,sim,8256,5911296
DIST7,LVL2_Saint-Nicolas,sim,653,2220853
DIST7,LVL2_Gand,sim,3206,16815470
DIST8,LVL2_Eeklo,handset,6894,65093148
DIST8,LVL2_Alost,handset,8282,8099796
DIST8,LVL2_Termonde,handset,3892,8846516
DIST8,LVL2_Audenarde,handset,3655,31308730
DIST8,LVL2_Saint-Nicolas,handset,3636,29146176
DIST8,LVL2_Gand,handset,6171,34693362
DIST8,LVL2_Eeklo,mfs,7291,59720581
DIST8,LVL2_Alost,mfs,6547,30391174
DIST8,LVL2_Termonde,mfs,7728,1182384
DIST8,LVL2_Audenarde,mfs,7915,12276165
DIST8,LVL2_Saint-Nicolas,mfs,2381,10681166
DIST8,LVL2_Gand,mfs,6158,47231860
DIST9,LVL2_Roulers,mfs,4581,6230160
DIST9,LVL2_Dixmude,mfs,2119,19617702
DIST9,LVL2_Ostende,mfs,3072,10702848
DIST9,LVL2_Bruges,mfs,3946,2920040
DIST9,LVL2_Tielt,mfs,2495,23602700
DIST9,LVL2_Ypres,mfs,2938,8167640
DIST9,LVL2_Courtrai,mfs,6384,5305104
DIST9,LVL2_Furnes,mfs,7607,30283467
DIST9,LVL2_Roulers,sim,9066,51558342
DIST9,LVL2_Dixmude,sim,7300,47990200
DIST9,LVL2_Ostende,sim,1502,8236968
DIST9,LVL2_Bruges,sim,4124,31829032
DIST9,LVL2_Tielt,sim,2939,9354837
DIST9,LVL2_Ypres,sim,4039,8938307
DIST9,LVL2_Courtrai,sim,7185,47277300
DIST9,LVL2_Furnes,sim,5278,26110266
DIST10,LVL2_Roulers,physical_recharge,7175,28771750
DIST10,LVL2_Dixmude,physical_recharge,6358,26328478
DIST10,LVL2_Ostende,physical_recharge,4256,24225152
DIST10,LVL2_Bruges,physical_recharge,1047,2555727
DIST10,LVL2_Tielt,physical_recharge,7012,20727472
DIST10,LVL2_Ypres,physical_recharge,9699,77659893
DIST10,LVL2_Courtrai,physical_recharge,5925,13538625
DIST10,LVL2_Furnes,physical_recharge,7195,15368520
DIST10,LVL2_Roulers,electronic_recharge,8367,61405413
DIST10,LVL2_Dixmude,electronic_recharge,8031,19732167
DIST10,LVL2_Ostende,electronic_recharge,8234,23335156
DIST10,LVL2_Bruges,electronic_recharge,9675,96585525
DIST10,LVL2_Tielt,electronic_recharge,903,1739178
DIST10,LVL2_Ypres,electronic_recharge,9020,6151640
DIST10,LVL2_Courtrai,electronic_recharge,5882,14952044
DIST10,LVL2_Furnes,electronic_recharge,6959,10911712
