distributor_id,geo_level2_id,product_type_id,target_sellout_units,target_sellout_value
DIST0,LVL2_Tongres,physical_recharge,7726,61614850
DIST0,LVL2_Gand,physical_recharge,2696,15515480
DIST0,LVL2_Marche-en-Famenne,physical_recharge,9751,53923030
DIST0,LVL2_Termonde,physical_recharge,6629,3122259
DIST0,LVL2_Bruges,physical_recharge,5650,27221700
DIST0,LVL2_Charleroi,physical_recharge,6266,33592026
DIST0,LVL2_Mons,physical_recharge,8449,56996954
DIST0,LVL2_Turnhout,physical_recharge,3926,31097846
DIST0,LVL2_Virton,physical_recharge,780,1107600
DIST0,LVL2_Arlon,physical_recharge,6115,13171710
DIST0,LVL2_Alost,physical_recharge,1659,9471231
DIST0,LVL2_Namur,physical_recharge,9428,50543508
DIST0,LVL2_Maaseik,physical_recharge,5555,11471075
DIST0,LVL2_Neufchteau,physical_recharge,8276,80508928
DIST0,LVL2_Eeklo,physical_recharge,7852,47606676
DIST0,LVL2_Nivelles,physical_recharge,5645,5481295
DIST0,LVL2_Soignies,physical_recharge,223,1822133
DIST0,LVL2_Ypres,physical_recharge,1969,15425146
DIST0,LVL2_Anvers,physical_recharge,218,1584206
DIST0,LVL2_Philippeville,physical_recharge,4194,9956556
DIST0,LVL2_Courtrai,physical_recharge,9950,95032450
DIST0,LVL2_Furnes,physical_recharge,7652,65478164
DIST0,LVL2_Verviers,physical_recharge,6901,25050630
DIST0,LVL2_Dixmude,physical_recharge,2565,7120440
DIST0,LVL2_Hal-Vilvorde,physical_recharge,8357,41509219
DIST0,LVL2_Thuin,physical_recharge,2610,13292730
DIST0,LVL2_Waremme,physical_recharge,1389,5990757
DIST0,LVL2_Mouscron,physical_recharge,1517,13815319
DIST0,LVL2_Tournai,physical_recharge,9401,64819895
DIST0,LVL2_Hasselt,physical_recharge,5132,27789780
DIST0,LVL2_Louvain,physical_recharge,2347,11429890
DIST0,LVL2_Bruxelles-Capitale,physical_recharge,7620,30960060
DIST0,LVL2_Huy,physical_recharge,2935,21581055
DIST0,LVL2_Roulers,physical_recharge,150,712800
DIST0,LVL2_Audenarde,physical_recharge,6860,53446260
DIST0,LVL2_Bastogne,physical_recharge,9409,53471347
DIST0,LVL2_Ostende,physical_recharge,7007,51613562
DIST0,LVL2_Dinant,physical_recharge,4591,16830606
DIST0,LVL2_Lige,physical_recharge,7412,24459600
DIST0,LVL2_Malines,physical_recharge,8679,41936928
DIST0,LVL2_Saint-Nicolas,physical_recharge,4357,8204231
DIST0,LVL2_Tielt,physical_recharge,7421,43360903
DIST0,LVL2_Ath,physical_recharge,1011,1295091
DIST0,LVL2_Tongres,electronic_recharge,6994,55945006
DIST0,LVL2_Gand,electronic_recharge,7201,33779891
DIST0,LVL2_Marche-en-Famenne,electronic_recharge,8757,62314812
DIST0,LVL2_Termonde,electronic_recharge,808,4009296
DIST0,LVL2_Bruges,electronic_recharge,4818,10474332
DIST0,LVL2_Charleroi,electronic_recharge,2399,20492258
DIST0,LVL2_Mons,electronic_recharge,3660,21747720
DIST0,LVL2_Turnhout,electronic_recharge,2042,16901634
DIST0,LVL2_Virton,electronic_recharge,3258,23512986
DIST0,LVL2_Arlon,electronic_recharge,5811,47359650
DIST0,LVL2_Alost,electronic_recharge,2781,21346956
DIST0,LVL2_Namur,electronic_recharge,9368,44900824
DIST0,LVL2_Maaseik,electronic_recharge,3221,3842653
DIST0,LVL2_Neufchteau,electronic_recharge,3969,17423910
DIST0,LVL2_Eeklo,electronic_recharge,5147,21061524
DIST0,LVL2_Nivelles,electronic_recharge,491,259739
DIST0,LVL2_Soignies,electronic_recharge,6913,822647
DIST0,LVL2_Ypres,electronic_recharge,2057,17688143
DIST0,LVL2_Anvers,electronic_recharge,2283,8878587
DIST0,LVL2_Philippeville,electronic_recharge,842,4763194
DIST0,LVL2_Courtrai,electronic_recharge,3063,28455270
DIST0,LVL2_Furnes,electronic_recharge,1006,2548198
DIST0,LVL2_Verviers,electronic_recharge,9144,81591912
DIST0,LVL2_Dixmude,electronic_recharge,5523,4081497
DIST0,LVL2_Hal-Vilvorde,electronic_recharge,2002,19721702
DIST0,LVL2_Thuin,electronic_recharge,1053,8893638
DIST0,LVL2_Waremme,electronic_recharge,3578,29604372
DIST0,LVL2_Mouscron,electronic_recharge,2915,8969455
DIST0,LVL2_Tournai,electronic_recharge,9121,1340787
DIST0,LVL2_Hasselt,electronic_recharge,8903,6178682
