distributor_id,geo_level2_id,product_type_id,target_sellout_units,target_sellout_value
DIST0,LVL2_Tongres,physical_recharge,3092,16260828
DIST0,LVL2_Gand,physical_recharge,5592,49791168
DIST0,LVL2_Marche-en-Famenne,physical_recharge,5254,45699292
DIST0,LVL2_Termonde,physical_recharge,6097,44264220
DIST0,LVL2_Bruges,physical_recharge,5485,46529255
DIST0,LVL2_Charleroi,physical_recharge,644,1295084
DIST0,LVL2_Mons,physical_recharge,1046,2922524
DIST0,LVL2_Turnhout,physical_recharge,7121,37449339
DIST0,LVL2_Virton,physical_recharge,2726,24234140
DIST0,LVL2_Arlon,physical_recharge,1941,5230995
DIST0,LVL2_Alost,physical_recharge,5154,1829670
DIST0,LVL2_Namur,physical_recharge,9764,22105696
DIST0,LVL2_Maaseik,physical_recharge,1761,10654050
DIST0,LVL2_Neufchteau,physical_recharge,9332,19531876
DIST0,LVL2_Eeklo,physical_recharge,2945,9862805
DIST0,LVL2_Nivelles,physical_recharge,398,1831596
DIST0,LVL2_Soignies,physical_recharge,1319,4510980
DIST0,LVL2_Ypres,physical_recharge,5431,37598813
DIST0,LVL2_Anvers,physical_recharge,2447,10035147
DIST0,LVL2_Philippeville,physical_recharge,8015,3342255
DIST0,LVL2_Courtrai,physical_recharge,6425,1336400
DIST0,LVL2_Furnes,physical_recharge,2884,21356020
DIST0,LVL2_Verviers,physical_recharge,8444,65432556
DIST0,LVL2_Dixmude,physical_recharge,6422,62068630
DIST0,LVL2_Hal-Vilvorde,physical_recharge,1176,4565232
DIST0,LVL2_Thuin,physical_recharge,3189,979023
DIST0,LVL2_Waremme,physical_recharge,8678,19265160
DIST0,LVL2_Mouscron,physical_recharge,8908,71041300
DIST0,LVL2_Tournai,physical_recharge,2381,18750375
DIST0,LVL2_Hasselt,physical_recharge,7108,33563976
DIST0,LVL2_Louvain,physical_recharge,6830,57030500
DIST0,LVL2_Bruxelles-Capitale,physical_recharge,1820,14536340
DIST0,LVL2_Huy,physical_recharge,2782,13932256
DIST0,LVL2_Roulers,physical_recharge,9919,34885123
DIST0,LVL2_Audenarde,physical_recharge,9133,26677493
DIST0,LVL2_Bastogne,physical_recharge,5649,23488542
DIST0,LVL2_Ostende,physical_recharge,1765,2179775
DIST0,LVL2_Dinant,physical_recharge,6995,10254670
DIST0,LVL2_Lige,physical_recharge,1665,4961700
DIST0,LVL2_Malines,physical_recharge,2514,23526012
DIST0,LVL2_Saint-Nicolas,physical_recharge,813,5363361
DIST0,LVL2_Tielt,physical_recharge,6253,57733949
DIST0,LVL2_Ath,physical_recharge,8317,79918053
DIST0,LVL2_Tongres,electronic_recharge,5456,53119616
DIST0,LVL2_Gand,electronic_recharge,8960,86616320
DIST0,LVL2_Marche-en-Famenne,electronic_recharge,9179,84795602
DIST0,LVL2_Termonde,electronic_recharge,7751,32104642
DIST0,LVL2_Bruges,electronic_recharge,5388,15221100
DIST0,LVL2_Charleroi,electronic_recharge,708,1979568
DIST0,LVL2_Mons,electronic_recharge,3425,7946000
DIST0,LVL2_Turnhout,electronic_recharge,44,237072
DIST0,LVL2_Virton,electronic_recharge,3506,31599578
DIST0,LVL2_Arlon,electronic_recharge,9459,93937329
DIST0,LVL2_Alost,electronic_recharge,3804,6200520
DIST0,LVL2_Namur,electronic_recharge,5495,22837220
DIST0,LVL2_Maaseik,electronic_recharge,3745,14841435
DIST0,LVL2_Neufchteau,electronic_recharge,5833,19003914
DIST0,LVL2_Eeklo,electronic_recharge,6824,6257608
DIST0,LVL2_Nivelles,electronic_recharge,7544,68114776
